investor,feature,context,mean,std,positive_rate,negative_rate,dominant_direction,direction_consistency
foreign,momentum,vkospi_1d,-0.0273049044940206,0.0040636621626067,0.0,1.0,negative,1.0
foreign,herd,vkospi_1d,0.0108424629857634,0.0080886322790385,0.8222222222222222,0.1777777777777777,positive,0.8222222222222222
foreign,underwater,vkospi_1d,-0.0044619563608042,0.0042883607256882,0.1111111111111111,0.8888888888888888,negative,0.8888888888888888
institution,momentum,vkospi_1d,0.0010045721278907,0.0009602736431019,0.8222222222222222,0.1777777777777777,positive,0.8222222222222222
institution,herd,vkospi_1d,0.0002004246169235,0.0005718339533569,0.6888888888888889,0.3111111111111111,positive,0.6888888888888889
institution,underwater,vkospi_1d,0.0007737601053021,0.0009876326631601,0.9111111111111112,0.0888888888888888,positive,0.9111111111111112
retail,momentum,vkospi_1d,0.0099375094597538,0.004067864182295,1.0,0.0,positive,1.0
retail,herd,vkospi_1d,0.0084760854379662,0.007907112743957,0.8222222222222222,0.1777777777777777,positive,0.8222222222222222
retail,underwater,vkospi_1d,-0.0128503462403184,0.0100360189234049,0.0666666666666666,0.9333333333333332,negative,0.9333333333333332
